payment_sk,payment_id,date_id,customer_sk,channel_sk,store_sk,location_sk,status,method,transaction_ref,amount
1647,7000001646,20240319.0,931,2,1.0,2911.0,PAID,CARD,TX-HW45GMQ0RDBJ,36300.0
1648,7000001647,20240724.0,932,1,,859.0,PAID,GATEWAY,TX-Y1YE668DH2J9,37437.0
1649,7000001648,20240211.0,930,1,,1166.0,PAID,GATEWAY,TX-QESXUVYGA6XB,14994.0
1650,7000001649,20250311.0,1114,2,3.0,407.0,PAID,TRANSFER,TX-5E7LA6SDP71T,14229.6
1651,7000001650,20240113.0,746,1,,2635.0,PAID,CARD,TX-JHA6DZBYHSOB,46720.2
1652,7000001651,20250818.0,1306,1,,2976.0,PAID,GATEWAY,TX-1EF5ZUUMCNJY,27588.0
1653,7000001652,20240111.0,741,1,,498.0,PAID,CARD,TX-Y8F3R8UD6CGF,27636.0
1654,7000001653,20250503.0,1305,2,4.0,2707.0,REFUNDED,CASH,TX-WE9IFP9GI67F,48024.9
1655,7000001654,,435,1,,1683.0,FAILED,CARD,,42427.2
1656,7000001655,20241230.0,217,2,2.0,,PAID,CASH,TX-CPXBF9XF3YWQ,35937.0
1657,7000001656,20250528.0,944,2,3.0,2224.0,PAID,CASH,TX-3T721YDO80N5,70422.0
1658,7000001657,20241204.0,595,2,1.0,412.0,PAID,CARD,TX-98RGT82MY5LR,28314.0
1659,7000001658,20240110.0,156,2,2.0,2981.0,PAID,CASH,TX-61GVCVRTCFJV,26136.0
1660,7000001659,20250616.0,1323,2,2.0,2183.0,PAID,CASH,TX-LL1R25NBS1QX,76230.0
1661,7000001660,,1345,1,,261.0,PENDING,GATEWAY,,18687.0
1662,7000001661,20240128.0,860,1,,2629.0,PAID,CARD,TX-OC1RL00M27JK,27636.0
1663,7000001662,20240724.0,136,2,1.0,5.0,PAID,CARD,TX-98T09YLI6B5H,26136.0
1664,7000001663,20241003.0,1460,2,1.0,405.0,REFUNDED,CARD,TX-9RD7U8LSI6L5,58806.0
1665,7000001664,20241117.0,23,1,,2925.0,PAID,GATEWAY,TX-3YMQL4XWOH6G,13968.0
1666,7000001665,20240410.0,258,1,,1226.0,PAID,GATEWAY,TX-QLNUV5LNGC6D,14994.0
1667,7000001666,20240219.0,1343,2,4.0,1159.0,PAID,CARD,TX-2PUV0T0A50LT,53215.8
1668,7000001667,20240415.0,311,1,,40.0,PAID,CARD,TX-CCA8WM9LICYA,74008.2
1669,7000001668,20241004.0,662,1,,1776.0,PAID,GATEWAY,TX-PKRSGL2OATD7,14568.0
1670,7000001669,20240516.0,538,2,1.0,173.0,PAID,CASH,TX-Z2S5231KMVOS,13068.0
1671,7000001670,20241012.0,1212,1,,2220.0,PAID,CARD,TX-AINWNY5TNWFM,15652.56
1672,7000001671,,282,2,1.0,197.0,FAILED,CARD,,35574.0
1673,7000001672,,1248,1,,3064.0,PENDING,GATEWAY,,49905.0
1674,7000001673,20241107.0,294,2,3.0,,PAID,CARD,TX-QC3RSHUY14FS,30346.8
1675,7000001674,20240328.0,1148,1,,825.0,PAID,CARD,TX-RXJKB49UGD4Q,55350.0
1676,7000001675,20250314.0,475,1,,1422.0,PAID,GATEWAY,TX-1A5TVVSR9F72,52927.5
1677,7000001676,20250830.0,1492,1,,1614.0,PAID,GATEWAY,TX-G7P3X6A3E2WM,50268.0
1678,7000001677,20241116.0,1004,1,,704.0,PAID,CARD,TX-9LZFAYVB9DR3,44881.08
1679,7000001678,20250523.0,427,1,,,PAID,CARD,TX-3QE6H9ZY309R,71503.5
1680,7000001679,20250131.0,1490,1,,26.0,PAID,GATEWAY,TX-GKAT8XDVE0DR,45004.5
1681,7000001680,20241127.0,1403,1,,,PAID,GATEWAY,TX-RSHNXAIDBSLD,30167.4
1682,7000001681,20240412.0,142,1,,3146.0,PAID,CARD,TX-KG8EO047C8N3,29940.0
1683,7000001682,20250720.0,890,2,3.0,,PAID,CASH,TX-U87QOKIZLRNA,43451.1
1684,7000001683,20241218.0,1265,1,,2925.0,PAID,GATEWAY,TX-LRTLPZ1IA2GA,33144.0
1685,7000001684,20240305.0,612,1,,2153.0,PAID,GATEWAY,TX-Z1HCFJN647B3,57229.05
1686,7000001685,,166,1,,2332.0,FAILED,CARD,,15518.25
1687,7000001686,20240602.0,330,2,2.0,2141.0,PAID,CASH,TX-1EOVDIFKRMFM,76484.1
1688,7000001687,20240626.0,1467,2,3.0,987.0,REFUNDED,TRANSFER,TX-8B8QTJ3XVC1J,19965.0
1689,7000001688,20250212.0,899,1,,1987.0,PAID,GATEWAY,TX-DJ64ED16YD6M,69502.08
1690,7000001689,20240916.0,728,1,,1922.0,PAID,GATEWAY,TX-XCTQRA3JKP79,29959.2
1691,7000001690,20240527.0,1097,2,3.0,1262.0,PAID,CARD,TX-0BOCHVESY2Y1,65267.4
1692,7000001691,20250227.0,1003,1,,1493.0,PAID,CARD,TX-B2UD2B68XC98,18651.75
1693,7000001692,20240716.0,1147,2,3.0,2541.0,PAID,CARD,TX-YJBSJGY8I7LG,15246.0
1694,7000001693,20240908.0,747,2,4.0,85.0,PAID,CASH,TX-XJFFL5Z9H980,123619.65
1695,7000001694,20250111.0,956,2,4.0,1785.0,REFUNDED,CARD,TX-TCPYCK5O4WAZ,18104.62
1696,7000001695,20240130.0,379,2,4.0,2297.0,PAID,TRANSFER,TX-0WF2X1UEJLZL,34303.5
1697,7000001696,20241216.0,115,1,,3058.0,PAID,CARD,TX-60QW1ESIBG26,38852.7
1698,7000001697,20250315.0,293,1,,1450.0,PAID,GATEWAY,TX-J8JFS4ZOSAHG,38552.7
1699,7000001698,20250403.0,1002,2,2.0,1190.0,PAID,CASH,TX-KL5YO9G89ZC3,132930.6
1700,7000001699,20250813.0,1015,2,1.0,1208.0,PAID,CARD,TX-1PN1AH9M78WW,37933.5
1701,7000001700,20250126.0,126,1,,,PAID,CARD,TX-W9H6BBHBOYM1,67147.5
1702,7000001701,20240819.0,946,1,,595.0,PAID,CARD,TX-WPDW8O83BEHP,15294.0
1703,7000001702,20250731.0,1005,1,,2314.0,PAID,CARD,TX-DTPLIWHVBBGV,16335.0
1704,7000001703,20241102.0,1018,1,,74.0,PAID,CARD,TX-SP9QOC8UMFXH,27036.0
1705,7000001704,20240626.0,333,2,4.0,352.0,REFUNDED,CASH,TX-34P64Z5H2ZXG,28459.2
1706,7000001705,20250214.0,77,2,3.0,1573.0,REFUNDED,TRANSFER,TX-Z0WF5LKM5QPF,19565.7
1707,7000001706,20250403.0,493,1,,1814.0,PAID,GATEWAY,TX-W438771VBTX8,56029.05
1708,7000001707,20240817.0,793,2,4.0,,PAID,CASH,TX-AIHV67YD9PUQ,85359.45
1709,7000001708,20240823.0,864,2,3.0,,PAID,TRANSFER,TX-B1TFQITUW190,13794.0
1710,7000001709,20240626.0,982,2,3.0,2663.0,PAID,CARD,TX-3BN5HTL8SB85,49005.0
1711,7000001710,20241008.0,146,1,,1700.0,PAID,CARD,TX-XX91V7DCWZ66,44460.0
1712,7000001711,20240622.0,10,2,4.0,2204.0,PAID,CASH,TX-DAD7VOF72HGT,70422.0
1713,7000001712,20241009.0,174,1,,1879.0,PAID,GATEWAY,TX-9PLILM8Q8161,31546.8
1714,7000001713,20250906.0,210,1,,3019.0,PAID,CARD,TX-L3RJ4AN9H4NW,36774.0
1715,7000001714,,1326,2,3.0,891.0,FAILED,CASH,,14229.6
1716,7000001715,20250113.0,1032,2,3.0,997.0,PAID,CARD,TX-N1N23K4RUQH1,71583.6
1717,7000001716,20241209.0,708,1,,794.0,PAID,GATEWAY,TX-685RDC947OFO,40104.0
1718,7000001717,20240916.0,956,1,,825.0,PAID,CARD,TX-YLMWI5N6YVP3,15420.0
1719,7000001718,20240307.0,1468,1,,1988.0,PAID,CARD,TX-935YI2ZX0DVK,86442.0
1720,7000001719,20241003.0,182,1,,3055.0,PAID,CARD,TX-E9651JS7A5YO,42688.8
1721,7000001720,,295,2,2.0,1930.0,FAILED,TRANSFER,,53542.5
1722,7000001721,20250508.0,1388,2,4.0,1695.0,PAID,CASH,TX-SUHN15G9LRTS,66973.5
1723,7000001722,20250802.0,282,1,,2640.0,PAID,CARD,TX-NXJUS1BJHVEK,27442.8
1724,7000001723,20250813.0,1365,1,,1646.0,PAID,CARD,TX-Z143C6N6HSXP,41382.0
1725,7000001724,20250723.0,505,2,2.0,820.0,PAID,CARD,TX-3UT9AA5KXSKN,31305.12
1726,7000001725,20250418.0,774,1,,616.0,PAID,CARD,TX-FHDK4YM68V10,57402.0
1727,7000001726,20250527.0,504,1,,2686.0,PAID,CARD,TX-DPOK8GY75MYC,29359.2
1728,7000001727,20240416.0,748,1,,,PAID,GATEWAY,TX-286FCS5ROT58,42582.0
1729,7000001728,,479,2,1.0,3199.0,PENDING,TRANSFER,,28459.2
1730,7000001729,20250910.0,975,1,,2828.0,PAID,CARD,TX-89LGZPJC57Q2,97675.8
1731,7000001730,20250703.0,156,1,,2220.0,PAID,GATEWAY,TX-3ZHX384S4MXO,15429.6
1732,7000001731,20250714.0,380,2,4.0,,PAID,TRANSFER,TX-FYPW2KZDJKSP,34485.0
1733,7000001732,20250727.0,823,1,,2941.0,PAID,GATEWAY,TX-BYDTTUJZ3QUF,15429.6
1734,7000001733,20240721.0,561,2,1.0,1220.0,PAID,TRANSFER,TX-NNS3GL9QSDXL,83853.0
1735,7000001734,20240223.0,40,1,,2572.0,PAID,CARD,TX-YWZTHA459QZ3,98677.68
1736,7000001735,20250516.0,270,2,1.0,,PAID,TRANSFER,TX-040Q722J34BE,14483.7
1737,7000001736,20240727.0,557,1,,,PAID,GATEWAY,TX-WA6RWUT8VOMT,16446.0
1738,7000001737,20240616.0,303,2,1.0,2483.0,PAID,CARD,TX-VHMCSH75UUI1,49985.1
1739,7000001738,20240904.0,345,1,,481.0,PAID,CARD,TX-ZTURB4R5EES7,15429.6
1740,7000001739,20240420.0,676,2,2.0,2793.0,PAID,CASH,TX-2EBV2UT9FX6F,30492.0
1741,7000001740,20241212.0,1373,2,3.0,653.0,PAID,TRANSFER,TX-SO8N0AMEK6KK,35574.0
1742,7000001741,20240429.0,564,2,3.0,2954.0,PAID,CASH,TX-N92TGWXLXKM6,51001.5
1743,7000001742,20240525.0,182,2,3.0,94.0,PAID,CASH,TX-11K4C6KGB0JS,53361.0
1744,7000001743,20240507.0,216,2,4.0,429.0,PAID,CARD,TX-NU1U7779RT3U,54450.0
1745,7000001744,20250820.0,752,1,,885.0,PAID,GATEWAY,TX-YDF4Y1NUVLMN,43888.8
1746,7000001745,20250104.0,413,1,,,PAID,GATEWAY,TX-9PT3QAXXT5NE,27551.7
1747,7000001746,20241003.0,1384,1,,3034.0,PAID,GATEWAY,TX-JDJ7NTYC6E2U,28488.0
1748,7000001747,20240115.0,478,2,4.0,1393.0,PAID,CASH,TX-33IJVD4BZ0Y2,14229.6
1749,7000001748,20240304.0,1049,1,,598.0,PAID,CARD,TX-1Y5S5C3P5F3V,73800.0
1750,7000001749,20240502.0,1271,1,,1739.0,PAID,CARD,TX-4N5J8MS2DBBF,40104.0
1751,7000001750,,471,2,1.0,1852.0,FAILED,CASH,,121350.9
1752,7000001751,20250221.0,650,2,4.0,,PAID,CARD,TX-N5AVJ7ES9N21,25613.28
1753,7000001752,20240729.0,685,2,4.0,169.0,PAID,CARD,TX-GMV8AUS6LYMM,88935.0
1754,7000001753,20250531.0,936,1,,1844.0,PAID,CARD,TX-TSU1S60J0D1B,28788.0
1755,7000001754,20250806.0,1189,1,,2320.0,PAID,GATEWAY,TX-TN1YLPKT0CYX,19350.0
1756,7000001755,20241004.0,1130,1,,2341.0,PAID,GATEWAY,TX-BXXOWWRYKGZ6,89298.0
1757,7000001756,20250514.0,233,1,,,PAID,GATEWAY,TX-KVA65I5FGPH5,25022.4
1758,7000001757,20250227.0,626,1,,622.0,PAID,CARD,TX-OQV8CGPA0KGI,14621.4
1759,7000001758,20240106.0,545,2,4.0,2645.0,PAID,CARD,TX-90OAOD5SCZM0,75867.0
1760,7000001759,20240704.0,147,2,4.0,,PAID,TRANSFER,TX-ZBTK3MS0TPS7,43560.0
1761,7000001760,20241219.0,946,1,,2400.0,PAID,CARD,TX-XHFMM8X143RO,29867.4
1762,7000001761,20250706.0,267,2,1.0,,PAID,CARD,TX-RL7F590YUP1E,31944.0
1763,7000001762,20241202.0,1200,2,1.0,97.0,REFUNDED,CASH,TX-PA4RLUCDRUFD,29403.0
1764,7000001763,20250925.0,106,2,2.0,2314.0,PAID,CARD,TX-PB8ZF234N36F,85377.6
1765,7000001764,20250204.0,656,1,,2216.0,PAID,CARD,TX-1T3ZA2EDY6CQ,44760.0
1766,7000001765,20250221.0,1324,2,4.0,974.0,PAID,CASH,TX-H0SI33CL2HZE,14229.6
1767,7000001766,20240805.0,1133,2,2.0,820.0,PAID,CASH,TX-KV5AA7UAKTBW,34485.0
1768,7000001767,20240701.0,921,2,4.0,,PAID,CASH,TX-E09LG3U57V38,43451.1
1769,7000001768,20240528.0,16,1,,2350.0,PAID,GATEWAY,TX-9PUDO2NJ3GLX,44188.8
1770,7000001769,20240820.0,1099,1,,,PAID,CARD,TX-68HJGWBWKRHQ,14694.0
1771,7000001770,20240228.0,920,2,3.0,983.0,PAID,TRANSFER,TX-NTN37FPHEKD3,49005.0
1772,7000001771,20240925.0,503,1,,,PAID,CARD,TX-IN1XWXBNZBVH,37200.0
1773,7000001772,20250616.0,1057,2,4.0,851.0,PAID,CARD,TX-DD0HTJH7ZOC3,18150.0
1774,7000001773,20250623.0,1044,1,,2063.0,PAID,GATEWAY,TX-3Y2W1V2CETU4,36774.0
1775,7000001774,20250109.0,1012,1,,1965.0,PAID,GATEWAY,TX-G8IBHBHU6DBF,35385.0
1776,7000001775,20250528.0,163,2,1.0,1002.0,PAID,CASH,TX-HBIWG7PG5FAB,29040.0
1777,7000001776,20240805.0,347,2,4.0,238.0,PAID,TRANSFER,TX-O6QF8SY1VU2A,34485.0
1778,7000001777,20250930.0,634,1,,912.0,PAID,CARD,TX-UTOTYT9EKB8K,31944.0
1779,7000001778,,1463,1,,1147.0,FAILED,GATEWAY,,87712.5
1780,7000001779,20241022.0,123,1,,2739.0,PAID,GATEWAY,TX-W5H87ZNUVNUH,43008.0
1781,7000001780,20250925.0,638,1,,2406.0,PAID,GATEWAY,TX-VSVBCLX0CHX4,73074.0
1782,7000001781,20250809.0,1230,1,,2603.0,PAID,GATEWAY,TX-LNCOQT2CRQ51,15720.0
1783,7000001782,20241103.0,689,2,1.0,2951.0,PAID,CARD,TX-MNPVNU0VNHFO,14520.0
1784,7000001783,20240808.0,1069,1,,319.0,PAID,GATEWAY,TX-JX3VPOMJYNRX,74889.0
1785,7000001784,20240428.0,1335,1,,1418.0,PAID,CARD,TX-BJHC552AOL5T,26029.2
1786,7000001785,,1312,2,4.0,2228.0,FAILED,CARD,,16008.3
1787,7000001786,20240125.0,992,2,4.0,1244.0,REFUNDED,CARD,TX-WZVJVPQURCSN,32670.0
1788,7000001787,20241102.0,713,2,4.0,548.0,PAID,CASH,TX-IGK96US74H5B,49803.6
1789,7000001788,20250718.0,1477,2,2.0,1752.0,PAID,CASH,TX-ZUB9DVTN4MC5,13068.0
1790,7000001789,20250430.0,1333,1,,,PAID,GATEWAY,TX-EHQYLSV0Z3OL,30240.0
1791,7000001790,20250116.0,980,1,,,PAID,GATEWAY,TX-M8VZ5WIWRGP4,72892.5
1792,7000001791,20250418.0,977,2,4.0,2954.0,PAID,CASH,TX-UWEHLOOMFSQM,53361.0
1793,7000001792,20240714.0,1254,1,,500.0,PAID,GATEWAY,TX-GVPP8VPDP6TO,13914.6
1794,7000001793,20240723.0,1126,1,,534.0,PAID,CARD,TX-90S77FDZL5L3,77793.0
1795,7000001794,20241102.0,436,1,,1637.0,PAID,CARD,TX-GXB3DIEBYFZV,14520.0
1796,7000001795,20240709.0,1117,1,,3131.0,PAID,CARD,TX-6WSNAEG7W1RA,33570.0
1797,7000001796,20241015.0,276,2,1.0,170.0,PAID,CARD,TX-GR30VICV801D,34485.0
1798,7000001797,20250202.0,551,1,,1164.0,PAID,GATEWAY,TX-T49O7D2JIGCO,40104.0
1799,7000001798,20250324.0,1479,2,1.0,2538.0,REFUNDED,CARD,TX-6F37YH2ENAOZ,39204.0
1800,7000001799,20240115.0,274,2,2.0,2243.0,PAID,CASH,TX-F7U8KEBXUKXM,16335.0
1801,7000001800,20240701.0,361,2,3.0,285.0,PAID,CASH,TX-J7KOHGQTZ0K2,30492.0
1802,7000001801,20240911.0,17,1,,2086.0,PAID,GATEWAY,TX-1USP91BZUJWE,40104.0
1803,7000001802,20240206.0,713,1,,102.0,PAID,GATEWAY,TX-8QNOBVDWP1I1,39131.4
1804,7000001803,,1142,2,4.0,1481.0,FAILED,CASH,,13794.0
1805,7000001804,20240918.0,1094,1,,4.0,PAID,CARD,TX-05PEWMRJCDCI,33570.0
1806,7000001805,20250829.0,637,1,,113.0,PAID,GATEWAY,TX-OHKJ6FFZ5UM8,16908.3
1807,7000001806,20241015.0,1416,1,,,PAID,CARD,TX-CY47C1GFMGLH,44760.0
1808,7000001807,20240925.0,949,1,,2519.0,PAID,GATEWAY,TX-Q7QPAFV2RKQK,85570.8
1809,7000001808,,1146,1,,1708.0,FAILED,GATEWAY,,80987.4
1810,7000001809,20240315.0,1482,1,,2122.0,PAID,CARD,TX-SWNQ7I11RUSU,16746.0
1811,7000001810,20240914.0,496,1,,1992.0,PAID,GATEWAY,TX-8LN27241MDHG,44188.8
1812,7000001811,20250805.0,991,1,,2899.0,PAID,GATEWAY,TX-CUVAJSCWO5BN,58370.16
1813,7000001812,,915,2,2.0,1459.0,PENDING,CASH,,39204.0
1814,7000001813,20250330.0,970,2,3.0,2420.0,PAID,CASH,TX-H20FEP4B6AR3,26136.0
1815,7000001814,20241121.0,1166,2,3.0,,PAID,CARD,TX-RJHCAKZZES0L,17787.0
1816,7000001815,20241203.0,1038,2,3.0,1733.0,PAID,TRANSFER,TX-Q6LPWLFNBS1M,45476.64
1817,7000001816,,1103,2,4.0,1210.0,FAILED,CARD,,70893.9
1818,7000001817,,1326,1,,2405.0,FAILED,CARD,,50858.4
1819,7000001818,20250108.0,1066,2,4.0,492.0,PAID,TRANSFER,TX-3XBWR92N94FT,35937.0
1820,7000001819,20240604.0,1067,1,,353.0,PAID,GATEWAY,TX-GWOUF00EHPJL,42582.0
1821,7000001820,,202,2,1.0,1059.0,PENDING,CASH,,50166.6
1822,7000001821,20240928.0,1456,1,,882.0,PAID,CARD,TX-2XZHWXSONGDI,33870.0
1823,7000001822,20250523.0,101,2,4.0,1853.0,PAID,CARD,TX-DVT9U6N0RGGP,18150.0
1824,7000001823,20240725.0,312,2,1.0,738.0,PAID,CARD,TX-DR4XLFET3K2N,13794.0
1825,7000001824,,982,2,2.0,,FAILED,CASH,,51455.25
1826,7000001825,20240508.0,650,2,3.0,2105.0,PAID,CASH,TX-V8WXSQGU5GEB,35574.0
1827,7000001826,20240730.0,645,2,2.0,2289.0,PAID,CASH,TX-IT6KXPXSGG24,53361.0
1828,7000001827,20240113.0,852,2,3.0,2978.0,PAID,CARD,TX-8NIHJUPEVMY2,27442.8
1829,7000001828,20241019.0,1291,1,,579.0,PAID,CARD,TX-9NM3RP7EYDR1,38252.7
1830,7000001829,20250310.0,916,1,,,PAID,CARD,TX-XBP7FCZ7SH63,13706.64
1831,7000001830,20241122.0,680,1,,466.0,REFUNDED,GATEWAY,TX-T2MJXI5W1VHQ,14483.7
1832,7000001831,20240815.0,1001,2,3.0,1446.0,PAID,TRANSFER,TX-4P3WMRDO89LA,39204.0
1833,7000001832,20250704.0,1301,2,3.0,1647.0,PAID,CASH,TX-A6Q8MGLJ9E6I,43560.0
1834,7000001833,20250905.0,1065,1,,2237.0,PAID,GATEWAY,TX-XQL9T274OO1H,59132.7
1835,7000001834,20240818.0,1045,1,,1584.0,PAID,CARD,TX-GCVKD5AUB8D0,69589.2
1836,7000001835,20250131.0,849,2,2.0,579.0,PAID,TRANSFER,TX-33SE4WHCH292,41382.0
1837,7000001836,20240217.0,1307,2,1.0,1501.0,PAID,CARD,TX-GDNT5VDWIB79,42761.4
1838,7000001837,20250618.0,731,1,,2558.0,PAID,CARD,TX-ZR9M682LW1XY,13968.0
1839,7000001838,20240731.0,221,1,,3099.0,REFUNDED,GATEWAY,TX-Z9T33SBFOIXH,35385.0
1840,7000001839,20240121.0,1115,2,1.0,2987.0,PAID,CARD,TX-FIA793VOPWC3,36300.0
1841,7000001840,20250207.0,388,1,,1985.0,PAID,CARD,TX-VVAYFCTCV812,16852.56
1842,7000001841,20240205.0,789,1,,1951.0,PAID,GATEWAY,TX-3CT96E9SS7DC,58980.0
1843,7000001842,,1390,1,,2985.0,FAILED,CARD,,44760.0
1844,7000001843,20240318.0,93,2,1.0,3180.0,PAID,CASH,TX-L0JX3PHJCPI5,116160.0
1845,7000001844,20240612.0,452,1,,2996.0,PAID,CARD,TX-SH4JC5N1D5P6,52627.5
1846,7000001845,20250115.0,103,1,,874.0,PAID,CARD,TX-MX8N2IAD32Y0,51003.6
1847,7000001846,20250321.0,204,1,,2335.0,PAID,CARD,TX-JIWKCJWQ3PXR,30167.4
1848,7000001847,20250612.0,1126,1,,1360.0,PAID,CARD,TX-Z9HHM5WKAUXG,57172.5
1849,7000001848,20250205.0,1496,2,4.0,3037.0,PAID,TRANSFER,TX-2758WOSX7FQG,34485.0
1850,7000001849,20241221.0,1192,1,,1545.0,PAID,GATEWAY,TX-KTNU3SWNHGNH,49905.0
1851,7000001850,,797,1,,2338.0,FAILED,CARD,,30240.0
1852,7000001851,20240603.0,391,2,4.0,3103.0,REFUNDED,TRANSFER,TX-INTHWI2LLQJK,45375.0
1853,7000001852,20241001.0,1336,2,2.0,3076.0,REFUNDED,CASH,TX-WNUOTSQEIMBY,42035.4
1854,7000001853,20240727.0,434,2,3.0,1137.0,PAID,CASH,TX-VP6GDGY87QTH,59895.0
1855,7000001854,20250311.0,724,1,,,PAID,CARD,TX-SY0OCULIEACP,15129.6
1856,7000001855,20250605.0,1157,1,,480.0,PAID,CARD,TX-75XMD2WFHKIU,69877.5
1857,7000001856,20240729.0,450,2,2.0,301.0,PAID,CASH,TX-PM5231D2A8JW,34485.0
1858,7000001857,20250611.0,655,1,,,PAID,CARD,TX-93HLCXJPO95A,37800.0
1859,7000001858,20241010.0,688,1,,1275.0,PAID,CARD,TX-N4US8GUE4TQN,40404.0
1860,7000001859,20240923.0,274,2,2.0,1958.0,REFUNDED,CARD,TX-N30EDJQ38LV0,37352.7
1861,7000001860,20241230.0,815,1,,1726.0,PAID,CARD,TX-JEIX1W2G8RAX,68055.0
1862,7000001861,20240929.0,1202,2,1.0,1541.0,PAID,CASH,TX-25A76SHI5SH7,34485.0
1863,7000001862,20240506.0,208,1,,2742.0,PAID,GATEWAY,TX-2C9J2SMNP574,44460.0
1864,7000001863,20250316.0,1119,1,,1268.0,PAID,GATEWAY,TX-Q7QNAPARBU7H,47454.75
1865,7000001864,20241209.0,871,2,4.0,430.0,PAID,TRANSFER,TX-MYSJJEFSRDKD,27588.0
1866,7000001865,20250206.0,1089,1,,2984.0,PAID,GATEWAY,TX-KBNA6WSDPNL1,43371.0
1867,7000001866,20240902.0,1313,1,,888.0,PAID,CARD,TX-AAO8X881PD5T,42364.2
1868,7000001867,20240819.0,1169,2,1.0,2416.0,PAID,CARD,TX-XU48BOKNJWBA,42688.8
1869,7000001868,20250117.0,497,2,1.0,330.0,REFUNDED,CARD,TX-S3AAAEBVG0BY,60984.0
1870,7000001869,20240709.0,274,1,,2811.0,PAID,CARD,TX-4P8ZC5VX7OG0,19004.62
1871,7000001870,,1391,1,,2121.0,FAILED,CARD,,52927.5
1872,7000001871,20250317.0,682,1,,2393.0,PAID,CARD,TX-VZ8AE2JOKF38,37500.0
1873,7000001872,20250629.0,1063,2,2.0,44.0,PAID,CASH,TX-NHEM42158JYS,35574.0
1874,7000001873,20240809.0,535,1,,2714.0,PAID,GATEWAY,TX-YOLD3ZRY7SHP,20765.7
1875,7000001874,20250409.0,1140,2,3.0,1148.0,PAID,TRANSFER,TX-80VWUIH1ZRAV,76121.1
1876,7000001875,20240501.0,712,1,,1851.0,PAID,GATEWAY,TX-BXPOPPO7Q1AZ,14306.64
1877,7000001876,20240409.0,771,2,3.0,2960.0,PAID,CASH,TX-CO77A086ALYJ,42688.8
1878,7000001877,,1234,2,3.0,3145.0,FAILED,CASH,,81820.2
1879,7000001878,20250711.0,193,1,,1165.0,PAID,CARD,TX-1SO4CXLC3JGV,18142.5
1880,7000001879,20240521.0,1481,2,3.0,3054.0,PAID,CASH,TX-URLYDARSS11J,32670.0
1881,7000001880,20240914.0,1420,1,,2038.0,PAID,CARD,TX-ELMGBWKEYARZ,17208.3
1882,7000001881,20241103.0,866,1,,2063.0,PAID,CARD,TX-4TFUWP1862MR,55176.0
1883,7000001882,20240805.0,1360,1,,1646.0,PAID,GATEWAY,TX-8UXIMIX0HIG1,31247.85
1884,7000001883,20240404.0,26,2,2.0,2084.0,PAID,CASH,TX-X755MCT30JHN,37243.8
1885,7000001884,20241110.0,890,2,1.0,260.0,PAID,CASH,TX-RR0AMQGMNYG7,28459.2
1886,7000001885,20250309.0,1466,2,2.0,1510.0,PAID,CASH,TX-2YFUGOM0M1TE,38419.92
1887,7000001886,20240124.0,1114,1,,449.0,PAID,GATEWAY,TX-JLARN901X3YX,30303.0
1888,7000001887,20240308.0,952,2,2.0,,PAID,CARD,TX-PKPGIMULQD7G,30346.8
1889,7000001888,20241104.0,235,1,,2523.0,PAID,CARD,TX-AD1EXTI3TWAO,18742.5
1890,7000001889,,264,1,,1657.0,FAILED,GATEWAY,,14229.6
1891,7000001890,,649,1,,,FAILED,CARD,,31392.0
1892,7000001891,20241226.0,1220,1,,1725.0,PAID,CARD,TX-28Q9NNDIOMYI,58100.25
1893,7000001892,20240918.0,868,1,,1861.0,PAID,CARD,TX-5QS6Y9H2XOZD,12661.2
1894,7000001893,20250513.0,298,1,,,PAID,GATEWAY,TX-DDPACD8LB612,15720.0
1895,7000001894,20250203.0,447,1,,2748.0,PAID,CARD,TX-66D931MB74L3,28788.0
1896,7000001895,20241221.0,464,2,3.0,2478.0,PAID,CASH,TX-XL6P43S87SOL,43560.0
1897,7000001896,20240412.0,49,1,,,PAID,CARD,TX-DKPSKO8TIT7X,39619.92
1898,7000001897,20240728.0,454,1,,1466.0,PAID,GATEWAY,TX-QWHA1NQSY9GK,16020.0
1899,7000001898,20250717.0,1185,2,4.0,2140.0,PAID,CARD,TX-BURV8TJ0NKZ0,39204.0
1900,7000001899,20250207.0,226,1,,1091.0,PAID,CARD,TX-QP2X5R3TQ8MD,57800.25
1901,7000001900,20240425.0,147,2,2.0,2376.0,PAID,CASH,TX-T7V9P79ZWNMW,35574.0
1902,7000001901,20240916.0,899,1,,1461.0,PAID,CARD,TX-IKSGBP21S50G,36209.25
1903,7000001902,20250613.0,1306,2,3.0,400.0,PAID,CASH,TX-PQCT2FZTHLQ1,23522.4
1904,7000001903,,768,2,1.0,1818.0,PENDING,CARD,,42688.8
1905,7000001904,20250808.0,59,2,3.0,1025.0,PAID,CASH,TX-ZSMAYNQPOU01,32670.0
1906,7000001905,20240729.0,772,2,4.0,2316.0,PAID,CARD,TX-C1FF6CATJQB4,38419.92
1907,7000001906,20250916.0,656,1,,1805.0,PAID,CARD,TX-MO2695CFH5IQ,33570.0
1908,7000001907,20240117.0,903,2,4.0,768.0,PAID,CASH,TX-T96696JA5TXW,51727.5
1909,7000001908,20250611.0,30,2,1.0,2620.0,PAID,CASH,TX-CHPDDEBW0IGQ,27442.8
1910,7000001909,20250909.0,301,2,1.0,2374.0,PAID,TRANSFER,TX-AT8NDPVPHHO6,27951.0
